Geo Point;Geo Shape;id_sir_gp_ecrase_faune;axe;cumuld;plod;absd;date_releve;espece;commune;commentaires;animal_vivant;nb_individus;date_creation;date_modif;source_releve
45.0493869186,5.54309872464;"{""type"": ""Point"", ""coordinates"": [5.543098724638904, 45.0493869185785]}";1255;D215;3126;2;1145;2017-06-14;Renard roux;Villard de Lans;;NON;1;2019-04-30;2021-08-05;D38
45.7602529924,5.12671049705;"{""type"": ""Point"", ""coordinates"": [5.126710497050646, 45.76025299244991]}";379;D517;3500;3;500;2014-05-13;Chevreuil européen;Janneyrias;;;;2015-03-10;2020-03-05;D38
45.1705760003,5.62841863162;"{""type"": ""Point"", ""coordinates"": [5.628418631616618, 45.170576000264305]}";110;D106;18715;19;0;2010-09-22;Renard roux;Saint-Nizier-du-Moucherotte;chaussiere;;;2012-12-03;2020-03-05;D38
44.8458753543,5.80680229319;"{""type"": ""Point"", ""coordinates"": [5.806802293190356, 44.845875354339796]}";582;D227;500;0;500;;Autres;Saint-Sébastien;Lièvre;NON;1;2016-03-08;2020-03-05;D38
45.4203723901,5.62005385831;"{""type"": ""Point"", ""coordinates"": [5.620053858313368, 45.42037239013769]}";298;D49C;4490;4;496;2014-03-10;Blaireau européen;Merlas;;;;2015-03-10;2020-03-05;D38
45.6816158854,5.29239873254;"{""type"": ""Point"", ""coordinates"": [5.292398732535119, 45.681615885382506]}";442;D65;4728;4;800;2014-11-09;Autres;;Ragondin;;;2015-03-10;2020-03-05;D38
45.0340583229,5.5328972098;"{""type"": ""Point"", ""coordinates"": [5.532897209803087, 45.03405832287973]}";80;D215;5094;5;0;2010-10-05;Chat;Corrençon-en-Vercors;;;;2012-12-03;2020-03-05;D38
45.0822989714,5.553924345;"{""type"": ""Point"", ""coordinates"": [5.553924345002429, 45.08229897136391]}";1030;D531;32282;34;100;2016-09-09;Chevreuil européen;Villard de Lans;;NON;1;2018-04-04;2020-03-05;D38
45.7179530625,5.45128917436;"{""type"": ""Point"", ""coordinates"": [5.451289174361988, 45.71795306248391]}";2795;D14;1201;1;200;2019-09-16;Blaireau européen;ARANDON;;NON;1;2020-09-07;2020-09-07;D38
45.5618741737,5.65659811675;"{""type"": ""Point"", ""coordinates"": [5.656598116750952, 45.561874173671725]}";475;D40;2522;2;500;2014-03-06;Crapaud commun;Romagnieu;;;;2015-03-10;2020-03-05;D38
45.426332411,5.74640185677;"{""type"": ""Point"", ""coordinates"": [5.746401856769663, 45.42633241102356]}";962;D28B;3558;3;500;2016-03-17;Blaireau européen;Entre deux Guiers;;NON;1;2018-04-04;2020-03-05;D38
44.9036902482,5.83350409113;"{""type"": ""Point"", ""coordinates"": [5.833504091130783, 44.90369024819538]}";729;D26;6042;6;238;2016-02-19;Blaireau européen;Siévoz;plaque minéralogique voiture;NON;1;2018-04-04;2020-03-05;D38
45.667274809,5.29752746463;"{""type"": ""Point"", ""coordinates"": [5.297527464627262, 45.66727480897256]}";423;D65;2936;3;0;2014-06-23;Chevreuil européen;;;;;2015-03-10;2020-03-05;D38
45.1439611718,5.62045458166;"{""type"": ""Point"", ""coordinates"": [5.620454581655764, 45.14396117179819]}";125;D106;22679;23;0;2011-12-29;Autres;Saint-Nizier-du-Moucherotte;Bois des Murs - Lièvre;;;2012-12-03;2020-03-05;D38
45.4003931508,5.74347390503;"{""type"": ""Point"", ""coordinates"": [5.74347390503321, 45.400393150764806]}";159;D520;50457;50;270;2012-10-18;Renard roux;Saint-Laurent-du-Pont;;;;2013-04-08;2020-03-05;D38
45.3784760749,5.56410464248;"{""type"": ""Point"", ""coordinates"": [5.564104642481995, 45.37847607490313]}";312;D520;32289;32;83;2014-05-22;Hérisson d'Europe;Voiron;;;;2015-03-10;2020-03-05;D38
45.4511473221,5.51064898807;"{""type"": ""Point"", ""coordinates"": [5.510648988065003, 45.451147322116476]}";969;D17;18807;19;300;2016-03-29;Ecureuil roux;Le Pin;;NON;1;2018-04-04;2020-03-05;D38
45.6759313191,5.39782314859;"{""type"": ""Point"", ""coordinates"": [5.397823148590894, 45.67593131914923]}";2742;D244;6441;6;500;2017-01-02;Blaireau européen;SERMERIEU;;NON;1;2020-09-07;2020-09-07;D38
45.3980213413,5.02348918797;"{""type"": ""Point"", ""coordinates"": [5.02348918796977, 45.39802134134792]}";575;D538;21602;21;600;2015-03-09;Oiseau de petit taille indéterminé;Primarette;Faisan;NON;1;2016-03-08;2020-03-05;D38
45.0879161899,5.55493179803;"{""type"": ""Point"", ""coordinates"": [5.554931798029552, 45.087916189905904]}";19;D531;32917;34;735;2008-01-10;Chat;Villard-de-Lans;Les Geymonds;;;2012-12-03;2020-03-05;D38
45.4758119893,5.58717386397;"{""type"": ""Point"", ""coordinates"": [5.58717386397235, 45.47581198929804]}";233;D1075;56217;50;0;2013-05-13;Chevreuil européen;Montferrat;;;;2014-04-02;2020-03-05;D38
45.4734413911,5.58543056269;"{""type"": ""Point"", ""coordinates"": [5.585430562694098, 45.473441391149734]}";141;D1075;56517;50;300;2012-02-24;Renard roux;Montferrat;;;;2013-04-05;2020-03-05;D38
45.7460667827,5.24981104769;"{""type"": ""Point"", ""coordinates"": [5.249811047690857, 45.74606678272109]}";375;D65;7919;8;0;2014-03-27;Sanglier;Leyrieu;;;2;2015-03-10;2020-03-05;D38
44.8630472738,5.59923191395;"{""type"": ""Point"", ""coordinates"": [5.599231913945833, 44.86304727377911]}";1455;D1075;136661;129;900;2019-03-18;Chevreuil européen;St Michel les portes;;NON;1;2020-03-05;2020-03-05;D38
45.1722044613,5.6485817338;"{""type"": ""Point"", ""coordinates"": [5.648581733800732, 45.17220446126679]}";95;D106;14154;14;500;2009-02-09;Chevreuil européen;Saint-Nizier-du-Moucherotte;Les travers;;;2012-12-03;2020-03-05;D38
44.9197584711,5.80789483947;"{""type"": ""Point"", ""coordinates"": [5.807894839468786, 44.91975847105655]}";1180;D26;985;1;0;2018-12-28;Renard roux;sousville;Renard;OUI;1;2019-02-18;2020-03-05;D38
45.7761258521,5.45115763692;"{""type"": ""Point"", ""coordinates"": [5.451157636915573, 45.776125852138875]}";412;D14A;3783;3;800;2014-07-17;Castor d'Europe;Bouvesse-Quirieu;;;;2015-03-10;2020-03-05;D38
44.8489593338,5.61956172587;"{""type"": ""Point"", ""coordinates"": [5.619561725871012, 44.84895933375205]}";867;D1075;139147;132;400;2016-06-21;Renard roux;St Martin de Clelles;Renard rouxeau;NON;1;2018-04-04;2020-03-05;D38
45.3536898528,5.98274039185;"{""type"": ""Point"", ""coordinates"": [5.982740391849635, 45.353689852843424]}";194;D523;27486;27;500;2012-07-23;sanglier;Goncelin;;;;2014-04-02;2020-03-05;D38
45.283472489,5.54802473376;"{""type"": ""Point"", ""coordinates"": [5.548024733762577, 45.28347248904539]}";230;D1532;36641;35;100;2013-04-23;Blaireau européen;Saint-Quentin-sur-Isère;;;;2014-04-02;2020-03-05;D38
45.6614860988,5.47784284581;"{""type"": ""Point"", ""coordinates"": [5.477842845808905, 45.661486098822714]}";2753;D1075;31195;25;0;2017-09-18;Renard roux;VEYRINS THUELLIN;;NON;1;2020-09-07;2020-09-07;D38
45.1243635697,5.52990595494;"{""type"": ""Point"", ""coordinates"": [5.529905954944189, 45.12436356974729]}";1260;D106;39497;40;0;2017-06-28;Autres;Méaudre;Merle;NON;1;2019-04-30;2020-03-05;D38
45.4734413911,5.58543056269;"{""type"": ""Point"", ""coordinates"": [5.585430562694098, 45.473441391149734]}";203;D1075;56517;50;300;2013-01-26;Fouine;Montferrat;;;;2014-04-02;2020-03-05;D38
45.0773558368,5.53692853998;"{""type"": ""Point"", ""coordinates"": [5.536928539975865, 45.07735583675462]}";1283;D531;28066;30;0;2017-11-20;Renard roux;Villard de Lans;;NON;1;2019-04-30;2020-03-05;D38
45.0771720221,5.55336545078;"{""type"": ""Point"", ""coordinates"": [5.553365450777763, 45.07717202206949]}";13;D531;31383;33;198;2008-08-18;Chat;Villard-de-Lans;Font Noir;;;2012-12-03;2020-03-05;D38
45.3730524664,5.57985649691;"{""type"": ""Point"", ""coordinates"": [5.579856496906704, 45.37305246639093]}";1298;D1075;69516;63;202;2019-03-04;Renard roux;Voiron;;OUI;1;2019-10-24;2020-03-05;D38
45.403948061,5.5658387698;"{""type"": ""Point"", ""coordinates"": [5.565838769804848, 45.40394806104239]}";208;D1075;65627;59;400;2013-02-05;Blaireau européen;Chirens;;;;2014-04-02;2020-03-05;D38
45.336053861,5.55269520833;"{""type"": ""Point"", ""coordinates"": [5.552695208332725, 45.336053861010626]}";1080;D1085;42020;42;0;2017-04-04;Sanglier;Moirans;;NON;1;2019-02-14;2020-03-05;D38
44.8085110211,5.62886453561;"{""type"": ""Point"", ""coordinates"": [5.628864535609845, 44.808511021081415]}";853;D1075;146505;140;300;2016-03-04;Chevreuil européen;Clelles;;NON;1;2018-04-04;2020-03-05;D38
44.8965834565,5.85128649671;"{""type"": ""Point"", ""coordinates"": [5.85128649670678, 44.89658345646018]}";727;D26;7879;8;80;2016-02-01;Blaireau européen;Siévoz;;NON;1;2018-04-04;2020-03-05;D38
45.5840538455,5.31494246551;"{""type"": ""Point"", ""coordinates"": [5.314942465507017, 45.584053845517424]}";543;D1006;23111;22;100;2015-04-30;Fouine;Ruy-montceau;Fouine;NON;1;2016-03-08;2020-03-05;D38
45.0912586684,5.30985151217;"{""type"": ""Point"", ""coordinates"": [5.309851512174474, 45.091258668382885]}";349;D518;84641;84;500;2014-02-10;Blaireau européen;St Romans;;;;2015-03-10;2020-03-05;D38
45.3844915362,5.63527373495;"{""type"": ""Point"", ""coordinates"": [5.635273734949499, 45.38449153621691]}";1120;D49;6146;6;160;2018-05-13;Ecureuil roux;St Etienne de Crossey;;OUI;1;2019-02-14;2020-03-05;D38
45.7897752694,5.40066999565;"{""type"": ""Point"", ""coordinates"": [5.400669995647856, 45.78977526943358]}";1393;D1075;13870;8;100;2018-02-20;Blaireau européen;Lus-la-Croix-Haute;;NON;1;2020-03-05;2020-03-05;D38
45.437787151,5.70820839438;"{""type"": ""Point"", ""coordinates"": [5.708208394383597, 45.43778715103166]}";218;D28;22916;22;800;2013-03-06;Blaireau européen;Miribel-les-Échelles;;;;2014-04-02;2020-03-05;D38
45.164044206,5.62650821746;"{""type"": ""Point"", ""coordinates"": [5.626508217463242, 45.16404420597851]}";90;D106;19804;20;100;2008-09-26;Autres;Martre;Chenevarie - Chat;;;2012-12-03;2020-03-05;D38
44.9627733951,5.64589164514;"{""type"": ""Point"", ""coordinates"": [5.645891645142227, 44.962773395085875]}";592;D110;2933;3;0;2015-12-21;Renard roux;Avignonet;;NON;1;2016-03-08;2020-03-05;D38
45.3995334211,5.58851173304;"{""type"": ""Point"", ""coordinates"": [5.588511733035437, 45.39953342106885]}";1305;D49;1783;1;810;2019-08-19;Blaireau européen;Voiron;;NON;1;2019-10-24;2020-03-05;D38
45.5761457587,5.33437624279;"{""type"": ""Point"", ""coordinates"": [5.334376242791775, 45.57614575869394]}";417;D1006;25010;24;0;2014-04-14;Chevreuil européen;;;;;2015-03-10;2020-03-05;D38
45.1441827558,5.23348420519;"{""type"": ""Point"", ""coordinates"": [5.233484205191596, 45.14418275578101]}";784;D27B;3434;3;450;2016-03-07;Effraie des clochers;St Bonnet de Chavagne;;OUI;1;2018-04-04;2020-03-05;D38
45.4173532549,6.0118978309;"{""type"": ""Point"", ""coordinates"": [6.01189783090196, 45.41735325488126]}";190;D523;34983;35;0;2012-07-16;Autres;Pontcharra;Villard Noir - Chat;;;2014-04-02;2020-03-05;D38
44.9164199964,5.81268549027;"{""type"": ""Point"", ""coordinates"": [5.812685490267206, 44.91641999644603]}";614;D26;2050;2;100;2015-11-26;Blaireau européen;Nantes-en-Ratier;Carrière Roizon;NON;1;2016-03-08;2020-03-05;D38
45.7099821018,5.27477746044;"{""type"": ""Point"", ""coordinates"": [5.274777460437479, 45.70998210179984]}";689;D517;17653;17;500;2016-01-21;Blaireau européen;DIZIMIEU;;NON;1;2018-04-04;2020-03-05;D38
45.7110326458,5.19289067699;"{""type"": ""Point"", ""coordinates"": [5.192890676989213, 45.71103264582313]}";2809;D18;13768;14;300;2019-02-13;Lièvre d'Europe;Villemoirieu;;NON;1;2020-09-07;2020-09-07;D38
45.7608674791,5.11213536301;"{""type"": ""Point"", ""coordinates"": [5.112135363011811, 45.76086747908048]}";378;D124Z;2707;3;200;2014-08-17;Renard roux;Janneyrias;;;;2015-03-10;2020-03-05;D38
45.8287148002,5.3187484954;"{""type"": ""Point"", ""coordinates"": [5.318748495401342, 45.82871480023031]}";1193;D65;19088;19;200;2017-06-16;Blaireau européen;La broson;;NON;1;2019-04-30;2020-03-05;D38
45.5910195659,5.34188659072;"{""type"": ""Point"", ""coordinates"": [5.341886590719848, 45.59101956594132]}";542;D54B;6198;6;200;2015-04-27;Rapace indéterminé;Ruy-montceau;Chouette hulotte;NON;1;2016-03-08;2020-03-05;D38
45.4245326226,5.55966254828;"{""type"": ""Point"", ""coordinates"": [5.559662548283899, 45.42453262262842]}";322;D1075;62691;56;491;2014-06-26;Martre;Chirens;;;;2015-03-10;2020-03-05;D38
45.4196666288,5.55358849083;"{""type"": ""Point"", ""coordinates"": [5.553588490827992, 45.41966662880208]}";1290;D1075;63412;57;200;2019-01-06;Blaireau européen;Chirens;;NON;1;2019-10-24;2020-03-05;D38
45.1053372452,5.2769351417;"{""type"": ""Point"", ""coordinates"": [5.27693514170485, 45.1053372452048]}";821;D71;3381;3;400;2016-10-03;Hérisson d'Europe;St Juste de Claix;;NON;1;2018-04-04;2020-03-05;D38
45.0849712766,5.55406928708;"{""type"": ""Point"", ""coordinates"": [5.554069287082754, 45.08497127655268]}";654;D531;32582;34;400;2015-10-26;Blaireau européen;Villard-de-Lans;;NON;1;2016-03-08;2020-03-05;D38
45.6654559423,5.20579698033;"{""type"": ""Point"", ""coordinates"": [5.205796980331213, 45.665455942348586]}";414;D18;8237;8;800;2014-06-01;Cistude d'Europe;Panossas;;;;2015-03-10;2020-03-05;D38
45.1257773438,5.57725863303;"{""type"": ""Point"", ""coordinates"": [5.57725863303256, 45.12577734376535]}";46;D531;37698;39;500;2010-04-14;Chat;Lans-en-Vercors;Croix Vercors;;;2012-12-03;2020-03-05;D38
;;975;D1076;;63;560;2016-04-22;Ecureuil roux;Voiron;;OUI;1;2018-04-04;;D38
44.7813244332,5.64613392405;"{""type"": ""Point"", ""coordinates"": [5.646133924050892, 44.78132443321888]}";1383;D1075;150860;145;0;2017-11-19;Sanglier;Monestier-Du-Percy;;NON;1;2020-03-05;2020-03-05;D38
45.3786832901,5.57184305279;"{""type"": ""Point"", ""coordinates"": [5.571843052790483, 45.378683290091026]}";207;D1076;1005;1;0;2013-02-01;Renard roux;Voiron;;;;2014-04-02;2020-03-05;D38
45.0986725377,5.55806325635;"{""type"": ""Point"", ""coordinates"": [5.558063256353517, 45.09867253771794]}";34;D531;34148;36;0;2010-09-16;Chevreuil européen;Lans-en-Vercors;La Cote;;;2012-12-03;2020-03-05;D38
45.3408344021,5.61251030438;"{""type"": ""Point"", ""coordinates"": [5.612510304381271, 45.340834402142576]}";991;D1075;75262;68;603;2016-07-19;Chevreuil européen;La Buisse;;NON;1;2018-04-04;2020-03-05;D38
45.3585856975,5.56398668157;"{""type"": ""Point"", ""coordinates"": [5.563986681571977, 45.358585697481544]}";259;D12;388;0;388;2013-10-09;Fouine;Saint-Cassien;;;;2014-04-02;2020-03-05;D38
45.5345195214,5.63854659126;"{""type"": ""Point"", ""coordinates"": [5.638546591261711, 45.53451952135547]}";487;D1006;50752;49;400;2014-05-27;Blaireau européen;Les Abrets;;;;2015-03-10;2020-03-05;D38
45.3591313143,5.3143891954;"{""type"": ""Point"", ""coordinates"": [5.314389195400063, 45.35913131430631]}";551;D119;13270;13;250;2014-02-13;Blaireau européen;Brézins;Blaireau;NON;1;2016-03-08;2020-03-05;D38
45.3792352284,5.57191179404;"{""type"": ""Point"", ""coordinates"": [5.571911794042324, 45.379235228434446]}";147;D520;32936;32;730;2012-05-24;Renard roux;Voiron;;;;2013-04-05;2020-03-05;D38
45.0639780265,5.26717136661;"{""type"": ""Point"", ""coordinates"": [5.267171366611707, 45.06397802653356]}";843;D1532;1690;1;100;2016-12-26;Renard roux;St Just de Claix;;NON;1;2018-04-04;2020-03-05;D38
45.2780003651,5.61784132417;"{""type"": ""Point"", ""coordinates"": [5.617841324165417, 45.2780003651481]}";1125;D1532;44515;43;0;2018-05-30;Chevreuil européen;Veurey;;NON;1;2019-02-14;2020-03-05;D38
45.1532987541,5.5539072371;"{""type"": ""Point"", ""coordinates"": [5.553907237100712, 45.15329875410021]}";83;D106;34540;35;0;2007-10-08;Autres;Saint-Nizier-du-Moucherotte;Ecureuil noir;;;2012-12-03;2020-03-05;D38
45.7662139205,5.09971953401;"{""type"": ""Point"", ""coordinates"": [5.099719534013844, 45.76621392045463]}";384;D517;1005;1;0;2014-05-19;Couleuvre verte et jaune;Janneyrias;;;;2015-03-10;2020-03-05;D38
45.7314257825,5.45785985744;"{""type"": ""Point"", ""coordinates"": [5.457859857436934, 45.73142578252815]}";410;D14;3004;3;0;;Chevreuil européen;Creys-Mépieu;;;;2015-03-10;2020-03-05;D38
44.8331398536,5.89505407387;"{""type"": ""Point"", ""coordinates"": [5.895054073873582, 44.83313985363422]}";733;D212A;2964;3;0;2016-03-31;Reptile indéterminé;Ste Luce;Vipère;NON;1;2018-04-04;2020-03-05;D38
45.4141309,5.53021672831;"{""type"": ""Point"", ""coordinates"": [5.530216728311692, 45.41413090001263]}";1130;D50;9092;9;200;2018-08-01;Renard roux;Charavines;;NON;1;2019-02-14;2020-03-05;D38
45.3772581777,5.96458584503;"{""type"": ""Point"", ""coordinates"": [5.964585845034242, 45.37725817767593]}";175;D1090;30678;29;734;2011-11-25;Renard roux;Saint-Vincent-de-Mercuze;Le petit Saint-Vincent;;;2014-04-02;2020-03-05;D38
45.0994743259,5.31479026411;"{""type"": ""Point"", ""coordinates"": [5.314790264105154, 45.09947432586933]}";359;D518;83639;83;500;2014-07-18;Renard roux;St Romans;;;;2015-03-10;2020-03-05;D38
44.8908447199,5.61697437811;"{""type"": ""Point"", ""coordinates"": [5.61697437810511, 44.890844719890744]}";593;D1075;131646;124;900;2015-12-20;Renard roux;Roissard;;NON;1;2016-03-08;2020-03-05;D38
45.3697690117,5.68734892574;"{""type"": ""Point"", ""coordinates"": [5.687348925744928, 45.36976901170769]}";1103;D520;44128;43;940;2017-12-20;Blaireau européen;St Joseph de Rivière;;NON;1;2019-02-14;2020-03-05;D38
45.4663500514,5.54101495607;"{""type"": ""Point"", ""coordinates"": [5.541014956074432, 45.46635005143781]}";320;D50;16880;17;0;2014-06-25;Ecureuil roux;Paladru;;;;2015-03-10;2020-03-05;D38
44.9767145803,5.6437132229;"{""type"": ""Point"", ""coordinates"": [5.643713222904268, 44.97671458029787]}";1513;D1075;120411;114;0;2019-10-25;Mammifère indéterminé;ST MARTIN DE LA CLUZE;CHAT DOMESTIQUE;NON;1;2020-03-05;2020-03-05;D38
45.1092507323,5.25942855156;"{""type"": ""Point"", ""coordinates"": [5.2594285515586, 45.10925073230004]}";355;D1092;10003;10;0;2014-05-11;Blaireau européen;St Hillaire du Rosier;;;;2015-03-10;2020-03-05;D38
45.0771720221,5.55336545078;"{""type"": ""Point"", ""coordinates"": [5.553365450777763, 45.07717202206949]}";12;D531;31383;33;198;2008-06-09;;Villard-de-Lans;Font Noir - Corbeau;;;2012-12-03;2020-03-05;D38
44.9468505897,5.75875076921;"{""type"": ""Point"", ""coordinates"": [5.758750769212168, 44.94685058970931]}";619;D529;22823;23;200;2016-01-16;Renard roux;Pierre-Châtel;;NON;1;2016-03-08;2020-03-05;D38
45.4787491753,5.23272503853;"{""type"": ""Point"", ""coordinates"": [5.232725038526024, 45.47874917533852]}";457;D502;30528;31;0;;Ecureuil roux;;;;;2015-03-10;2020-03-05;D38
45.7129801269,5.42762017855;"{""type"": ""Point"", ""coordinates"": [5.427620178546115, 45.71298012688519]}";472;D1075;23269;17;500;2014-10-01;Blaireau européen;;;;;2015-03-10;2020-03-05;D38
44.9234494284,5.63724049014;"{""type"": ""Point"", ""coordinates"": [5.637240490135739, 44.92344942842064]}";1403;D1075;126962;120;500;2018-04-09;Mammifère indéterminé;MONESTIER DE CLERMONT;CHAT DOMESTIQUE;NON;1;2020-03-05;2020-03-05;D38
45.514217686,5.59694481467;"{""type"": ""Point"", ""coordinates"": [5.596944814666231, 45.51421768600159]}";232;D1075;51723;45;500;2013-05-13;Blaireau européen;La Bâtie-Divisin;;;;2014-04-02;2020-03-05;D38
45.6619205512,5.32509980534;"{""type"": ""Point"", ""coordinates"": [5.325099805344493, 45.66192055124567]}";445;D522;26122;27;0;2014-11-20;Castor d'Europe;;;;;2015-03-10;2020-03-05;D38
45.3402765838,5.80518468673;"{""type"": ""Point"", ""coordinates"": [5.805184686727912, 45.34027658378813]}";163;D520B;9692;9;660;2012-11-09;Blaireau européen;Saint-Pierre-de-Chartreuse;;;;2013-04-08;2020-03-05;D38
45.6680691552,5.29810995609;"{""type"": ""Point"", ""coordinates"": [5.298109956089866, 45.668069155243664]}";439;D65;3036;3;100;2014-09-30;Ecureuil roux;;;;;2015-03-10;2020-03-05;D38
45.7125460442,5.22096044305;"{""type"": ""Point"", ""coordinates"": [5.220960443048206, 45.71254604416341]}";1228;D75;35152;35;0;2018-12-31;Chevreuil européen;Villemoirieu;;NON;1;2019-04-30;2020-03-05;D38
45.7662669513,5.10484508227;"{""type"": ""Point"", ""coordinates"": [5.104845082266618, 45.76626695132535]}";696;D517;1405;1;400;2016-02-19;Autres;JANNEYRIAS;Lièvre;NON;1;2018-04-04;2020-03-05;D38
44.9510278782,5.57511043615;"{""type"": ""Point"", ""coordinates"": [5.57511043614556, 44.95102787815304]}";1316;D8A;2454;2;500;2017-02-02;Blaireau européen;ST GUILLAUME;;NON;1;2020-03-05;2020-03-05;D38
44.9499524779,5.65301548844;"{""type"": ""Point"", ""coordinates"": [5.653015488437992, 44.94995247790607]}";1440;D110F;10;0;10;2018-10-22;Mammifère indéterminé;SINARD;CHAT DOMESTIQUE;NON;1;2020-03-05;2020-03-05;D38
44.780730263,5.77409118612;"{""type"": ""Point"", ""coordinates"": [5.774091186119586, 44.780730263011506]}";894;D216;19021;19;700;2016-02-18;Blaireau européen;Saint-Baudille-et-Pipet;;OUI;1;2018-04-04;2020-03-05;D38
